Tempo (0.100 seg);PV;SP;MV
1263.60;61.00;60.00;40.87
1263.70;60.50;60.00;41.28
1263.80;60.94;60.00;40.91
1263.90;60.94;60.00;40.90
1264.00;60.55;60.00;41.22
1264.10;59.91;60.00;41.76
1264.20;59.82;60.00;41.83
1264.30;59.02;60.00;42.50
1264.40;59.83;60.00;41.84
1264.50;60.32;60.00;41.42
1264.60;59.72;60.00;41.93
1264.70;59.61;60.00;42.02
1264.80;59.64;60.00;42.00
1264.90;59.87;60.00;41.81
1265.00;60.77;60.00;41.05
1265.10;59.07;60.00;42.47
1265.20;59.18;60.00;42.39
1265.30;60.95;60.00;40.90
1265.40;59.56;60.00;42.07
1265.50;59.53;60.00;42.10
1265.60;61.16;60.00;40.73
1265.70;59.12;60.00;42.44
1265.80;59.82;60.00;41.85
1265.90;60.25;60.00;41.50
1266.00;60.56;60.00;41.23
1266.10;59.89;60.00;41.79
1266.20;59.44;60.00;42.17
1266.30;60.18;60.00;41.56
1266.40;59.85;60.00;41.83
1266.50;60.84;60.00;41.00
1266.60;59.19;60.00;42.38
1266.70;59.30;60.00;42.29
1266.80;60.35;60.00;41.42
1266.90;59.13;60.00;42.44
1267.00;59.51;60.00;42.12
1267.10;59.01;60.00;42.55
1267.20;61.00;60.00;40.89
1267.30;60.26;60.00;41.50
1267.40;60.01;60.00;41.70
1267.50;58.96;60.00;42.59
1267.60;59.60;60.00;42.06
1267.70;59.48;60.00;42.17
1267.80;58.94;60.00;42.63
1267.90;60.09;60.00;41.66
1268.00;59.02;60.00;42.57
1268.10;60.41;60.00;41.41
1268.20;60.03;60.00;41.72
1268.30;59.42;60.00;42.23
1268.40;59.17;60.00;42.45
1268.50;59.16;60.00;42.46
1268.60;60.48;60.00;41.36
1268.70;60.60;60.00;41.25
1268.80;61.13;60.00;40.81
1268.90;60.94;60.00;40.96
1269.00;60.40;60.00;41.40
1269.10;59.32;60.00;42.31
1269.20;59.40;60.00;42.24
1269.30;59.55;60.00;42.12
1269.40;60.66;60.00;41.20
1269.50;61.41;60.00;40.56
1269.60;60.72;60.00;41.12
1269.70;59.13;60.00;42.45
1269.80;60.69;60.00;41.15
1269.90;61.40;60.00;40.55
1270.00;59.90;60.00;41.80
1270.10;61.31;60.00;40.61
1270.20;59.11;60.00;42.45
1270.30;60.92;60.00;40.94
1270.40;61.29;60.00;40.61
1270.50;60.68;60.00;41.12
1270.60;61.33;60.00;40.57
1270.70;59.49;60.00;42.11
1270.80;59.67;60.00;41.96
1270.90;61.03;60.00;40.82
1271.00;61.21;60.00;40.66
1271.10;61.20;60.00;40.65
1271.20;59.66;60.00;41.94
1271.30;59.22;60.00;42.32
1271.40;61.09;60.00;40.75
1271.50;61.09;60.00;40.74
1271.60;59.28;60.00;42.25
1271.70;59.26;60.00;42.27
1271.80;60.90;60.00;40.90
1271.90;59.26;60.00;42.27
1272.00;60.11;60.00;41.57
1272.10;58.93;60.00;42.56
1272.20;59.30;60.00;42.26
1272.30;59.60;60.00;42.01
1272.40;60.72;60.00;41.07
1272.50;59.28;60.00;42.27
1272.60;59.85;60.00;41.80
1272.70;60.18;60.00;41.52
1272.80;59.91;60.00;41.75
1272.90;58.81;60.00;42.67
1273.00;60.49;60.00;41.27
1273.10;59.41;60.00;42.17
1273.20;60.03;60.00;41.66
1273.30;60.82;60.00;40.99
1273.40;59.95;60.00;41.72
1273.50;58.79;60.00;42.70
1273.60;60.93;60.00;40.91
1273.70;60.69;60.00;41.10
1273.80;59.58;60.00;42.03
1273.90;59.78;60.00;41.86
1274.00;58.83;60.00;42.67
1274.10;60.82;60.00;41.00
1274.20;60.52;60.00;41.25
1274.30;59.70;60.00;41.93
1274.40;59.76;60.00;41.88
1274.50;60.59;60.00;41.19
1274.60;60.97;60.00;40.86
1274.70;60.87;60.00;40.94
1274.80;59.56;60.00;42.03
1274.90;59.59;60.00;42.01
1275.00;60.89;60.00;40.92
1275.10;59.27;60.00;42.28
1275.20;59.49;60.00;42.09
1275.30;60.21;60.00;41.49
1275.40;60.06;60.00;41.62
1275.50;58.94;60.00;42.56
1275.60;60.28;60.00;41.44
1275.70;61.13;60.00;40.73
1275.80;59.75;60.00;41.88
1275.90;59.76;60.00;41.87
1276.00;59.00;60.00;42.52
1276.10;58.84;60.00;42.66
1276.20;59.79;60.00;41.87
1276.30;59.47;60.00;42.14
1276.40;60.02;60.00;41.68
1276.50;59.11;60.00;42.45
1276.60;60.72;60.00;41.10
1276.70;60.17;60.00;41.56
1276.80;60.03;60.00;41.67
1276.90;60.78;60.00;41.04
1277.00;60.04;60.00;41.65
1277.10;61.18;60.00;40.69
1277.20;60.39;60.00;41.35
1277.30;59.70;60.00;41.93
1277.40;60.62;60.00;41.16
1277.50;60.94;60.00;40.88
1277.60;60.97;60.00;40.85
1277.70;59.44;60.00;42.13
1277.80;60.78;60.00;41.01
1277.90;60.94;60.00;40.86
1278.00;59.68;60.00;41.92
1278.10;60.09;60.00;41.57
1278.20;59.65;60.00;41.95
1278.30;59.67;60.00;41.93
1278.40;59.89;60.00;41.75
1278.50;60.86;60.00;40.94
1278.60;60.66;60.00;41.09
1278.70;60.39;60.00;41.31
1278.80;59.39;60.00;42.15
1278.90;59.87;60.00;41.75
1279.00;59.12;60.00;42.38
1279.10;59.32;60.00;42.23
1279.20;59.23;60.00;42.31
1279.30;60.69;60.00;41.08
1279.40;59.21;60.00;42.32
1279.50;59.62;60.00;41.99
1279.60;58.94;60.00;42.56
1279.70;59.16;60.00;42.38
1279.80;60.66;60.00;41.13
1279.90;58.83;60.00;42.67
1280.00;59.85;60.00;41.81
1280.10;58.72;60.00;42.76
1280.20;60.48;60.00;41.30
1280.30;59.54;60.00;42.08
1280.40;59.31;60.00;42.28
1280.50;61.12;60.00;40.76
1280.60;60.32;60.00;41.43
1280.70;60.63;60.00;41.17
1280.80;60.25;60.00;41.48
1280.90;59.18;60.00;42.38
1281.00;60.14;60.00;41.58
1281.10;59.91;60.00;41.77
1281.20;59.80;60.00;41.86
1281.30;60.28;60.00;41.46
1281.40;59.79;60.00;41.87
1281.50;61.27;60.00;40.63
1281.60;60.35;60.00;41.39
1281.70;59.05;60.00;42.49
1281.80;59.11;60.00;42.44
1281.90;59.70;60.00;41.95
1282.00;59.73;60.00;41.93
1282.10;59.94;60.00;41.75
1282.20;60.99;60.00;40.87
1282.30;59.44;60.00;42.17
1282.40;61.23;60.00;40.66
1282.50;60.97;60.00;40.87
1282.60;60.85;60.00;40.97
1282.70;60.47;60.00;41.28
1282.80;60.53;60.00;41.22
1282.90;60.99;60.00;40.83
1283.00;60.84;60.00;40.95
1283.10;58.95;60.00;42.54
1283.20;59.57;60.00;42.02
1283.30;59.24;60.00;42.30
1283.40;60.80;60.00;41.00
1283.50;59.23;60.00;42.31
1283.60;59.79;60.00;41.84
1283.70;59.49;60.00;42.10
1283.80;59.65;60.00;41.97
1283.90;59.15;60.00;42.39
1284.00;60.93;60.00;40.90
1284.10;59.16;60.00;42.39
1284.20;59.93;60.00;41.75
1284.30;61.05;60.00;40.80
1284.40;60.35;60.00;41.38
1284.50;59.53;60.00;42.07
1284.60;60.84;60.00;40.97
1284.70;60.78;60.00;41.01
1284.80;60.39;60.00;41.33
1284.90;58.77;60.00;42.70
1285.00;59.51;60.00;42.08
1285.10;60.34;60.00;41.39
1285.20;59.78;60.00;41.86
1285.30;59.73;60.00;41.90
1285.40;58.82;60.00;42.67
1285.50;59.96;60.00;41.72
1285.60;58.93;60.00;42.59
1285.70;59.35;60.00;42.24
1285.80;60.71;60.00;41.10
1285.90;60.23;60.00;41.50
1286.00;60.34;60.00;41.41
1286.10;60.85;60.00;40.97
1286.20;59.21;60.00;42.35
1286.30;60.20;60.00;41.52
1286.40;59.61;60.00;42.02
1286.50;60.84;60.00;40.98
1286.60;60.72;60.00;41.08
1286.70;59.02;60.00;42.51
1286.80;60.38;60.00;41.37
1286.90;60.27;60.00;41.46
1287.00;58.90;60.00;42.61
1287.10;60.68;60.00;41.12
1287.20;59.51;60.00;42.10
1287.30;59.47;60.00;42.14
1287.40;60.68;60.00;41.12
1287.50;61.25;60.00;40.64
1287.60;59.93;60.00;41.73
1287.70;60.33;60.00;41.40
1287.80;60.83;60.00;40.97
1287.90;60.15;60.00;41.54
1288.00;60.85;60.00;40.95
1288.10;59.13;60.00;42.39
1288.20;60.94;60.00;40.88
1288.30;59.59;60.00;42.01
1288.40;58.84;60.00;42.64
1288.50;60.99;60.00;40.84
1288.60;61.08;60.00;40.75
1288.70;59.38;60.00;42.18
1288.80;60.02;60.00;41.64
1288.90;61.06;60.00;40.76
1289.00;60.07;60.00;41.59
1289.10;59.21;60.00;42.32
1289.20;59.92;60.00;41.72
1289.30;59.39;60.00;42.17
1289.40;59.31;60.00;42.24
1289.50;60.85;60.00;40.95
1289.60;59.88;60.00;41.76
1289.70;61.06;60.00;40.77
1289.80;60.45;60.00;41.27
1289.90;60.62;60.00;41.13
1290.00;60.57;60.00;41.17
1290.10;59.64;60.00;41.94
1290.20;60.33;60.00;41.36
1290.30;59.47;60.00;42.08
1290.40;59.09;60.00;42.41
1290.50;60.95;60.00;40.85
1290.60;60.65;60.00;41.09
1290.70;60.36;60.00;41.34
1290.80;59.02;60.00;42.46
1290.90;60.65;60.00;41.09
1291.00;60.65;60.00;41.09
1291.10;61.06;60.00;40.74
1291.20;58.75;60.00;42.67
1291.30;60.43;60.00;41.27
1291.40;59.96;60.00;41.66
1291.50;60.18;60.00;41.48
1291.60;60.79;60.00;40.96
1291.70;60.21;60.00;41.44
1291.80;58.77;60.00;42.66
1291.90;58.83;60.00;42.62
1292.00;59.12;60.00;42.38
1292.10;60.88;60.00;40.91
1292.20;59.96;60.00;41.68
1292.30;60.70;60.00;41.05
1292.40;59.69;60.00;41.89
1292.50;60.54;60.00;41.19
1292.60;58.77;60.00;42.67
1292.70;60.92;60.00;40.87
1292.80;59.73;60.00;41.86
1292.90;61.04;60.00;40.77
1293.00;60.80;60.00;40.96
1293.10;59.46;60.00;42.07
1293.20;59.96;60.00;41.66
1293.30;60.88;60.00;40.89
1293.40;58.73;60.00;42.69
1293.50;58.76;60.00;42.67
1293.60;59.88;60.00;41.75
1293.70;60.93;60.00;40.86
1293.80;59.09;60.00;42.40
1293.90;59.52;60.00;42.05
1294.00;59.60;60.00;41.98
1294.10;58.91;60.00;42.57
1294.20;60.56;60.00;41.19
1294.30;59.80;60.00;41.82
1294.40;58.99;60.00;42.51
1294.50;58.89;60.00;42.60
1294.60;60.54;60.00;41.21
1294.70;59.46;60.00;42.12
1294.80;60.90;60.00;40.92
1294.90;60.03;60.00;41.64
1295.00;58.89;60.00;42.60
1295.10;60.70;60.00;41.08
1295.20;59.78;60.00;41.86
1295.30;60.44;60.00;41.30
1295.40;61.23;60.00;40.63
1295.50;59.68;60.00;41.93
1295.60;60.93;60.00;40.88
1295.70;59.42;60.00;42.14
1295.80;60.25;60.00;41.45
1295.90;60.54;60.00;41.20
1296.00;60.99;60.00;40.81
1296.10;60.43;60.00;41.28
1296.20;59.70;60.00;41.89
1296.30;58.99;60.00;42.49
1296.40;59.13;60.00;42.38
1296.50;60.47;60.00;41.26
1296.60;59.61;60.00;41.98
1296.70;60.21;60.00;41.48
1296.80;60.58;60.00;41.17
1296.90;59.33;60.00;42.21
1297.00;60.18;60.00;41.50
1297.10;59.11;60.00;42.41
1297.20;60.54;60.00;41.20
1297.30;60.05;60.00;41.61
1297.40;60.45;60.00;41.28
1297.50;59.66;60.00;41.94
1297.60;61.18;60.00;40.66
1297.70;60.38;60.00;41.33
1297.80;58.81;60.00;42.65
1297.90;59.08;60.00;42.43
1298.00;58.84;60.00;42.63
1298.10;59.48;60.00;42.10
1298.20;59.97;60.00;41.70
1298.30;60.11;60.00;41.58
1298.40;60.15;60.00;41.55
1298.50;59.45;60.00;42.14
1298.60;60.21;60.00;41.50
1298.70;60.01;60.00;41.66
1298.80;59.39;60.00;42.19
1298.90;61.04;60.00;40.80
1299.00;59.20;60.00;42.35
1299.10;59.12;60.00;42.42
1299.20;60.34;60.00;41.40
1299.30;61.17;60.00;40.70
1299.40;59.02;60.00;42.50
1299.50;59.92;60.00;41.75
1299.60;59.05;60.00;42.48
1299.70;59.48;60.00;42.13
1299.80;59.27;60.00;42.30
1299.90;59.17;60.00;42.40
1300.00;60.33;60.00;41.43
1300.10;60.33;60.00;41.43
1300.20;61.05;60.00;40.82
1300.30;60.74;60.00;41.07
1300.40;60.86;60.00;40.96
1300.50;59.34;60.00;42.23
1300.60;59.05;60.00;42.49
1300.70;61.04;60.00;40.82
1300.80;61.09;60.00;40.77
1300.90;60.01;60.00;41.67
1301.00;60.17;60.00;41.53
1301.10;59.63;60.00;41.98
1301.20;60.57;60.00;41.19
1301.30;60.56;60.00;41.20
1301.40;59.23;60.00;42.31
1301.50;59.56;60.00;42.05
1301.60;60.78;60.00;41.02
1301.70;59.03;60.00;42.49
1301.80;60.31;60.00;41.41
1301.90;59.06;60.00;42.46
1302.00;60.69;60.00;41.11
1302.10;59.48;60.00;42.11
1302.20;59.90;60.00;41.77
1302.30;59.27;60.00;42.29
1302.40;59.76;60.00;41.89
1302.50;60.59;60.00;41.19
1302.60;58.91;60.00;42.60
1302.70;61.09;60.00;40.78
1302.80;61.10;60.00;40.76
1302.90;59.75;60.00;41.89
1303.00;60.51;60.00;41.25
1303.10;61.10;60.00;40.75
1303.20;60.30;60.00;41.41
1303.30;61.11;60.00;40.73
1303.40;60.87;60.00;40.92
1303.50;60.82;60.00;40.95
1303.60;60.91;60.00;40.88
1303.70;60.90;60.00;40.87
1303.80;59.29;60.00;42.22
1303.90;60.54;60.00;41.17
1304.00;58.84;60.00;42.60
1304.10;60.54;60.00;41.18
1304.20;58.93;60.00;42.53
1304.30;59.30;60.00;42.23
1304.40;60.58;60.00;41.15
1304.50;59.51;60.00;42.06
1304.60;60.44;60.00;41.27
1304.70;58.64;60.00;42.79
1304.80;60.68;60.00;41.08
1304.90;59.13;60.00;42.38
1305.00;60.54;60.00;41.20
1305.10;60.40;60.00;41.31
1305.20;60.12;60.00;41.54
1305.30;60.41;60.00;41.30
1305.40;60.18;60.00;41.49
1305.50;58.66;60.00;42.77
1305.60;60.87;60.00;40.92
1305.70;60.92;60.00;40.87
1305.80;58.73;60.00;42.71
1305.90;59.53;60.00;42.05
1306.00;60.69;60.00;41.07
1306.10;60.27;60.00;41.42
1306.20;60.15;60.00;41.52
1306.30;59.09;60.00;42.41
1306.40;60.04;60.00;41.61
1306.50;59.74;60.00;41.87
1306.60;60.25;60.00;41.44
1306.70;61.09;60.00;40.73
1306.80;59.57;60.00;42.00
1306.90;60.74;60.00;41.02
1307.00;60.36;60.00;41.34
1307.10;59.91;60.00;41.71
1307.20;60.02;60.00;41.61
1307.30;59.97;60.00;41.66
1307.40;59.56;60.00;42.00
1307.50;60.89;60.00;40.89
1307.60;59.06;60.00;42.42
1307.70;59.98;60.00;41.66
1307.80;60.72;60.00;41.03
1307.90;59.45;60.00;42.10
1308.00;60.14;60.00;41.52
1308.10;60.79;60.00;40.97
1308.20;59.28;60.00;42.23
1308.30;60.49;60.00;41.22
1308.40;59.00;60.00;42.48
1308.50;59.49;60.00;42.07
1308.60;60.26;60.00;41.42
1308.70;60.71;60.00;41.05
1308.80;60.35;60.00;41.34
1308.90;59.25;60.00;42.27
1309.00;60.83;60.00;40.94
1309.10;59.48;60.00;42.07
1309.20;59.29;60.00;42.24
1309.30;59.92;60.00;41.71
1309.40;59.67;60.00;41.92
1309.50;60.30;60.00;41.40
1309.60;60.08;60.00;41.58
1309.70;59.55;60.00;42.02
1309.80;58.77;60.00;42.69
1309.90;59.42;60.00;42.15
1310.00;59.90;60.00;41.74
1310.10;60.29;60.00;41.42
1310.20;58.91;60.00;42.58
1310.30;60.56;60.00;41.20
1310.40;59.54;60.00;42.05
1310.50;59.33;60.00;42.23
1310.60;60.56;60.00;41.20
1310.70;60.27;60.00;41.44
1310.80;60.55;60.00;41.20
1310.90;61.14;60.00;40.70
1311.00;60.79;60.00;40.99
1311.10;60.61;60.00;41.14
1311.20;59.34;60.00;42.20
1311.30;60.06;60.00;41.60
1311.40;61.15;60.00;40.68
1311.50;60.43;60.00;41.27
1311.60;60.74;60.00;41.01
1311.70;60.35;60.00;41.33
1311.80;60.44;60.00;41.25
1311.90;60.49;60.00;41.21
1312.00;59.90;60.00;41.70
1312.10;60.29;60.00;41.37
1312.20;60.11;60.00;41.53
1312.30;58.91;60.00;42.53
1312.40;59.04;60.00;42.43
1312.50;58.89;60.00;42.56
1312.60;58.95;60.00;42.52
1312.70;59.96;60.00;41.68
1312.80;59.10;60.00;42.41
1312.90;59.28;60.00;42.26
1313.00;60.96;60.00;40.85
1313.10;59.55;60.00;42.03
1313.20;58.87;60.00;42.61
1313.30;60.75;60.00;41.04
1313.40;59.94;60.00;41.72
1313.50;59.13;60.00;42.39
1313.60;61.11;60.00;40.73
1313.70;60.79;60.00;40.99
1313.80;60.52;60.00;41.22
1313.90;60.00;60.00;41.65
1314.00;60.89;60.00;40.90
1314.10;60.51;60.00;41.21
1314.20;59.59;60.00;41.98
1314.30;60.13;60.00;41.53
1314.40;60.93;60.00;40.86
1314.50;61.06;60.00;40.74
1314.60;60.83;60.00;40.93
1314.70;61.15;60.00;40.65
1314.80;60.11;60.00;41.51
1314.90;60.90;60.00;40.85
1315.00;59.92;60.00;41.67
1315.10;59.41;60.00;42.09
1315.20;60.72;60.00;41.00
1315.30;60.94;60.00;40.81
1315.40;60.56;60.00;41.12
1315.50;59.22;60.00;42.24
1315.60;60.73;60.00;40.98
1315.70;60.81;60.00;40.91
1315.80;58.80;60.00;42.59
1315.90;60.58;60.00;41.10
1316.00;60.18;60.00;41.43
1316.10;60.73;60.00;40.97
1316.20;60.49;60.00;41.17
1316.30;59.54;60.00;41.96
1316.40;59.79;60.00;41.76
1316.50;59.28;60.00;42.18
1316.60;59.93;60.00;41.64
1316.70;59.03;60.00;42.40
1316.80;59.16;60.00;42.30
1316.90;59.16;60.00;42.31
1317.00;58.85;60.00;42.58
1317.10;58.72;60.00;42.69
1317.20;59.36;60.00;42.17
1317.30;59.29;60.00;42.23
1317.40;58.58;60.00;42.83
1317.50;60.18;60.00;41.50
1317.60;60.28;60.00;41.41
1317.70;59.70;60.00;41.90
1317.80;58.94;60.00;42.54
1317.90;60.66;60.00;41.11
1318.00;59.82;60.00;41.80
1318.10;59.86;60.00;41.77
1318.20;58.98;60.00;42.51
1318.30;59.59;60.00;42.01
1318.40;59.89;60.00;41.76
1318.50;60.21;60.00;41.49
1318.60;59.84;60.00;41.80
1318.70;61.20;60.00;40.66
1318.80;60.01;60.00;41.65
1318.90;59.75;60.00;41.87
1319.00;59.92;60.00;41.73
1319.10;61.01;60.00;40.81
1319.20;60.11;60.00;41.56
1319.30;59.11;60.00;42.40
1319.40;59.16;60.00;42.36
1319.50;59.46;60.00;42.12
1319.60;60.30;60.00;41.42
1319.70;59.48;60.00;42.10
1319.80;60.50;60.00;41.26
1319.90;59.43;60.00;42.14
1320.00;60.33;60.00;41.40
1320.10;60.05;60.00;41.63
1320.20;61.24;60.00;40.63
1320.30;59.89;60.00;41.75
1320.40;60.98;60.00;40.84
1320.50;60.83;60.00;40.95
1320.60;60.78;60.00;40.99
1320.70;59.60;60.00;41.97
1320.80;60.06;60.00;41.59
1320.90;59.09;60.00;42.40
1321.00;60.66;60.00;41.10
1321.10;59.39;60.00;42.15
1321.20;60.11;60.00;41.56
1321.30;59.60;60.00;41.98
1321.40;59.83;60.00;41.80
1321.50;58.99;60.00;42.50
1321.60;59.64;60.00;41.97
1321.70;60.04;60.00;41.63
1321.80;60.57;60.00;41.18
1321.90;58.88;60.00;42.60
1322.00;59.63;60.00;41.98
1322.10;60.02;60.00;41.65
1322.20;60.73;60.00;41.06
1322.30;58.82;60.00;42.66
1322.40;60.25;60.00;41.47
1322.50;60.13;60.00;41.56
1322.60;60.82;60.00;40.98
1322.70;59.95;60.00;41.71
1322.80;60.94;60.00;40.87
1322.90;58.86;60.00;42.62
1323.00;59.48;60.00;42.10
1323.10;59.38;60.00;42.19
1323.20;59.95;60.00;41.71
1323.30;59.78;60.00;41.86
1323.40;59.64;60.00;41.98
1323.50;59.79;60.00;41.86
1323.60;59.96;60.00;41.72
1323.70;60.92;60.00;40.91
1323.80;60.44;60.00;41.30
1323.90;58.88;60.00;42.62
1324.00;59.46;60.00;42.13
1324.10;59.81;60.00;41.84
1324.20;58.89;60.00;42.62
1324.30;59.25;60.00;42.33
1324.40;61.05;60.00;40.82
1324.50;59.80;60.00;41.86
1324.60;61.15;60.00;40.73
1324.70;60.45;60.00;41.30
1324.80;60.69;60.00;41.10
1324.90;61.12;60.00;40.74
1325.00;60.63;60.00;41.13
1325.10;59.71;60.00;41.91
1325.20;61.16;60.00;40.69
1325.30;60.28;60.00;41.42
1325.40;59.13;60.00;42.38
1325.50;60.96;60.00;40.85
1325.60;59.15;60.00;42.36
1325.70;60.61;60.00;41.15
1325.80;59.57;60.00;42.02
1325.90;59.11;60.00;42.41
1326.00;59.11;60.00;42.41
1326.10;60.07;60.00;41.61
1326.20;58.84;60.00;42.65
1326.30;59.18;60.00;42.37
1326.40;60.68;60.00;41.11
1326.50;59.65;60.00;41.98
1326.60;59.93;60.00;41.75
1326.70;60.60;60.00;41.18
1326.80;60.71;60.00;41.09
1326.90;60.99;60.00;40.84
1327.00;60.13;60.00;41.56
1327.10;59.84;60.00;41.80
1327.20;60.11;60.00;41.57
1327.30;60.59;60.00;41.17
1327.40;61.05;60.00;40.78
1327.50;59.03;60.00;42.47
1327.60;59.04;60.00;42.47
1327.70;59.86;60.00;41.79
1327.80;59.69;60.00;41.93
1327.90;59.39;60.00;42.18
1328.00;59.42;60.00;42.16
1328.10;59.77;60.00;41.88
1328.20;58.86;60.00;42.65
1328.30;60.69;60.00;41.11
1328.40;60.43;60.00;41.33
1328.50;59.14;60.00;42.41
1328.60;60.82;60.00;41.00
1328.70;59.57;60.00;42.04
1328.80;61.15;60.00;40.72
1328.90;59.03;60.00;42.49
1329.00;61.08;60.00;40.78
1329.10;61.23;60.00;40.64
1329.20;61.06;60.00;40.77
1329.30;58.91;60.00;42.57
1329.40;59.16;60.00;42.38
1329.50;58.90;60.00;42.60
1329.60;60.76;60.00;41.05
1329.70;59.09;60.00;42.45
1329.80;60.00;60.00;41.69
1329.90;60.34;60.00;41.40
1330.00;60.41;60.00;41.34
1330.10;59.62;60.00;42.00
1330.20;61.13;60.00;40.73
1330.30;60.50;60.00;41.25
1330.40;60.76;60.00;41.03
1330.50;60.65;60.00;41.12
1330.60;59.61;60.00;41.98
1330.70;59.59;60.00;42.01
1330.80;61.12;60.00;40.72
1330.90;60.53;60.00;41.21
1331.00;60.80;60.00;40.97
1331.10;60.86;60.00;40.92
1331.20;59.06;60.00;42.42
1331.30;59.06;60.00;42.44
1331.40;59.07;60.00;42.43
1331.50;58.82;60.00;42.65
1331.60;60.18;60.00;41.52
1331.70;59.53;60.00;42.07
1331.80;60.49;60.00;41.26
1331.90;59.69;60.00;41.93
1332.00;59.07;60.00;42.45
1332.10;59.45;60.00;42.14
1332.20;60.94;60.00;40.89
1332.30;60.79;60.00;41.01
1332.40;59.79;60.00;41.84
1332.50;59.75;60.00;41.88
1332.60;60.34;60.00;41.39
1332.70;59.45;60.00;42.13
1332.80;61.13;60.00;40.73
1332.90;60.89;60.00;40.92
1333.00;61.03;60.00;40.79
1333.10;59.18;60.00;42.34
1333.20;59.51;60.00;42.07
1333.30;61.04;60.00;40.78
1333.40;59.67;60.00;41.93
1333.50;61.06;60.00;40.76
1333.60;59.95;60.00;41.69
1333.70;61.08;60.00;40.74
1333.80;59.08;60.00;42.41
1333.90;59.41;60.00;42.14
1334.00;58.83;60.00;42.63
1334.10;59.35;60.00;42.21
1334.20;59.26;60.00;42.28
1334.30;60.97;60.00;40.85
1334.40;61.03;60.00;40.79
1334.50;60.47;60.00;41.25
1334.60;61.04;60.00;40.77
1334.70;60.53;60.00;41.19
1334.80;59.47;60.00;42.08
1334.90;59.72;60.00;41.88
1335.00;61.02;60.00;40.79
1335.10;59.12;60.00;42.37
1335.20;60.83;60.00;40.94
1335.30;60.31;60.00;41.37
1335.40;59.01;60.00;42.46
1335.50;60.27;60.00;41.41
1335.60;59.42;60.00;42.12
1335.70;59.48;60.00;42.08
1335.80;59.47;60.00;42.09
1335.90;58.79;60.00;42.67
1336.00;59.85;60.00;41.79
1336.10;60.18;60.00;41.51
1336.20;58.91;60.00;42.58
1336.30;60.02;60.00;41.65
1336.40;59.40;60.00;42.18
1336.50;60.85;60.00;40.96
1336.60;60.59;60.00;41.17
1336.70;60.37;60.00;41.35
1336.80;60.10;60.00;41.57
1336.90;59.06;60.00;42.45
1337.00;61.09;60.00;40.75
1337.10;60.92;60.00;40.88
1337.20;59.90;60.00;41.73
1337.30;59.47;60.00;42.09
1337.40;59.27;60.00;42.27
1337.50;59.53;60.00;42.06
1337.60;59.94;60.00;41.72
1337.70;60.60;60.00;41.16
1337.80;58.91;60.00;42.58
1337.90;59.21;60.00;42.33
1338.00;58.91;60.00;42.59
1338.10;59.05;60.00;42.49
1338.20;59.16;60.00;42.40
1338.30;59.52;60.00;42.10
1338.40;59.38;60.00;42.23
1338.50;59.91;60.00;41.78
1338.60;60.22;60.00;41.52
1338.70;60.20;60.00;41.54
1338.80;58.92;60.00;42.62
1338.90;59.50;60.00;42.14
1339.00;59.41;60.00;42.22
1339.10;60.79;60.00;41.06
1339.20;59.10;60.00;42.48
1339.30;59.95;60.00;41.77
1339.40;59.03;60.00;42.54
1339.50;60.21;60.00;41.56
1339.60;60.76;60.00;41.10
1339.70;60.01;60.00;41.72
1339.80;59.53;60.00;42.12
1339.90;61.41;60.00;40.54
1340.00;60.77;60.00;41.07
1340.10;60.28;60.00;41.48
1340.20;60.97;60.00;40.90
1340.30;59.28;60.00;42.31
1340.40;59.58;60.00;42.06
1340.50;61.40;60.00;40.53
1340.60;61.09;60.00;40.78
1340.70;59.86;60.00;41.81
1340.80;60.32;60.00;41.43
1340.90;59.75;60.00;41.90
1341.00;59.86;60.00;41.81
1341.10;61.25;60.00;40.64
1341.20;59.23;60.00;42.33
1341.30;61.32;60.00;40.58
1341.40;59.82;60.00;41.83
1341.50;59.63;60.00;41.99
1341.60;59.97;60.00;41.71
1341.70;60.91;60.00;40.92
1341.80;61.02;60.00;40.82
1341.90;59.74;60.00;41.88
1342.00;59.07;60.00;42.45
1342.10;60.39;60.00;41.35
1342.20;60.64;60.00;41.13
1342.30;59.48;60.00;42.11
1342.40;59.14;60.00;42.40
1342.50;60.18;60.00;41.53
1342.60;59.38;60.00;42.20
1342.70;60.26;60.00;41.46
1342.80;59.95;60.00;41.73
1342.90;59.51;60.00;42.09
1343.00;60.73;60.00;41.07
1343.10;60.52;60.00;41.24
1343.20;60.30;60.00;41.42
1343.30;58.98;60.00;42.53
1343.40;58.97;60.00;42.54
1343.50;58.86;60.00;42.65
1343.60;61.03;60.00;40.83
1343.70;60.45;60.00;41.31
1343.80;60.55;60.00;41.23
1343.90;58.95;60.00;42.56
1344.00;60.70;60.00;41.10
1344.10;61.07;60.00;40.78
1344.20;60.33;60.00;41.39
1344.30;59.85;60.00;41.80
1344.40;60.17;60.00;41.53
1344.50;59.69;60.00;41.93
1344.60;60.14;60.00;41.56
1344.70;60.70;60.00;41.08
1344.80;61.04;60.00;40.79
1344.90;60.24;60.00;41.45
1345.00;60.28;60.00;41.42
1345.10;60.46;60.00;41.27
1345.20;60.93;60.00;40.87
1345.30;59.23;60.00;42.29
1345.40;60.87;60.00;40.92
1345.50;60.32;60.00;41.37
1345.60;59.49;60.00;42.07
1345.70;59.69;60.00;41.91
